EXPERIMENT NUMBER;SERVER;TAG;VALUE;DATE;DURATION;REPEATS;TAGS AMMOUNT;LAPSE;SERVER AMMOUNT
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;26;2023-03-08 11:24:04.332;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;26;2023-03-08 11:24:04.332;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;26;2023-03-08 11:24:04.332;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;26;2023-03-08 11:24:04.332;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;26;2023-03-08 11:24:04.332;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;95;2023-03-08 11:24:04.435;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;95;2023-03-08 11:24:04.435;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;95;2023-03-08 11:24:04.435;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;95;2023-03-08 11:24:04.435;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;95;2023-03-08 11:24:04.435;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;59;2023-03-08 11:24:04.551;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;59;2023-03-08 11:24:04.551;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;59;2023-03-08 11:24:04.551;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;59;2023-03-08 11:24:04.551;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;59;2023-03-08 11:24:04.551;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;71;2023-03-08 11:24:04.659;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;71;2023-03-08 11:24:04.659;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;71;2023-03-08 11:24:04.659;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;71;2023-03-08 11:24:04.659;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#4;71;2023-03-08 11:24:04.659;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#0;73;2023-03-08 11:24:04.766;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#1;73;2023-03-08 11:24:04.766;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#2;73;2023-03-08 11:24:04.766;5;1;5;100;1
EXPERIMENT_2;yonosoysantiago 127.0.0.1:50000;TAG_#3;73;2023-03-08 11:24:04.766;5;1;5;100;1
